categories_counts,average_hue,average_saturation,average_value,food,drink,menu,inside,var,person_exist,beauty_score,review_high,log_photo_count,memory_score,memory_score_review_high,sample,const,pred,ci_low,ci_high,status,sharpness_measure
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.61885,-0.0,All businesses,1.0,3.7071872966931854,3.577470071631872,3.836904521754499,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6201824120603016,-0.0,All businesses,1.0,3.7059329677832933,3.5773735043793273,3.8344924311872592,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.621514824120603,-0.0,All businesses,1.0,3.704678638873401,3.57727683343108,3.8320804443157224,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6228472361809045,-0.0,All businesses,1.0,3.7034243099635087,3.577180055934465,3.8296685639925525,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6241796482412061,-0.0,All businesses,1.0,3.7021699810536166,3.577083168931492,3.8272567931757413,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6255120603015076,-0.0,All businesses,1.0,3.7009156521437245,3.57698616935395,3.824845134933499,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6268444723618091,-0.0,All businesses,1.0,3.6996613232338325,3.576889054018242,3.822433592449423,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6281768844221106,-0.0,All businesses,1.0,3.6984069943239404,3.576791819619921,3.82002216902796,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.629509296482412,-0.0,All businesses,1.0,3.6971526654140483,3.5766944627279207,3.817610868100176,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6308417085427136,-0.0,All businesses,1.0,3.695898336504156,3.5765969797784485,3.815199693229863,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6321741206030151,-0.0,All businesses,1.0,3.6946440075942637,3.576499367068525,3.8127886481200024,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6335065326633167,-0.0,All businesses,1.0,3.6933896786843716,3.576401620749141,3.810377736619602,Emerging (low visibility),
5.0339945459299935,-2.2084185294646918e-16,-3.089662461895314e-16,3.4188017619597635e-16,0.533359072060966,0.0796823564570959,0.00869438529642497,0.28439534536217265,0.8312499159475513,0.5959131831596249,5.080315211113671,0,1.3041482593871163,0.6348389447236181,-0.0,All businesses,1.0,3.6921353497744795,3.5763037368180117,3.8079669627309474,Emerging (low visibility),
